"","time","Flow_intake"
"1",2024-10-03 15:00:00,999
"2",2024-10-03 16:00:00,999
"3",2024-10-03 17:00:00,999
"4",2024-10-03 18:00:00,999
"5",2024-10-03 19:00:00,999
"6",2024-10-03 20:00:00,999
"7",2024-10-03 21:00:00,999
"8",2024-10-03 22:00:00,999
"9",2024-10-03 23:00:00,999
"10",2024-10-04,999
"11",2024-10-04 01:00:00,999
"12",2024-10-04 02:00:00,999
"13",2024-10-04 03:00:00,999
"14",2024-10-04 04:00:00,999
"15",2024-10-04 05:00:00,999
"16",2024-10-04 06:00:00,999
"17",2024-10-04 07:00:00,999
"18",2024-10-04 08:00:00,999
"19",2024-10-04 09:00:00,999
"20",2024-10-04 10:00:00,999
"21",2024-10-04 11:00:00,999
"22",2024-10-04 12:00:00,999
"23",2024-10-04 13:00:00,999
"24",2024-10-04 14:00:00,999
"25",2024-10-04 15:00:00,999
"26",2024-10-04 16:00:00,999
"27",2024-10-04 17:00:00,999
"28",2024-10-04 18:00:00,999
"29",2024-10-04 19:00:00,999
"30",2024-10-04 20:00:00,999
"31",2024-10-04 21:00:00,999
"32",2024-10-04 22:00:00,999
"33",2024-10-04 23:00:00,999
"34",2024-10-05,999
"35",2024-10-05 01:00:00,999
"36",2024-10-05 02:00:00,999
"37",2024-10-05 03:00:00,999
"38",2024-10-05 04:00:00,999
"39",2024-10-05 05:00:00,999
"40",2024-10-05 06:00:00,999
"41",2024-10-05 07:00:00,999
"42",2024-10-05 08:00:00,999
"43",2024-10-05 09:00:00,999
"44",2024-10-05 10:00:00,999
"45",2024-10-05 11:00:00,999
"46",2024-10-05 12:00:00,999
"47",2024-10-05 13:00:00,999
"48",2024-10-05 14:00:00,999
"49",2024-10-05 15:00:00,999
"50",2024-10-05 16:00:00,999
"51",2024-10-05 17:00:00,999
"52",2024-10-05 18:00:00,999
"53",2024-10-05 19:00:00,999
"54",2024-10-05 20:00:00,999
"55",2024-10-05 21:00:00,999
"56",2024-10-05 22:00:00,999
"57",2024-10-05 23:00:00,999
"58",2024-10-06,999
"59",2024-10-06 01:00:00,999
"60",2024-10-06 02:00:00,999
"61",2024-10-06 03:00:00,999
"62",2024-10-06 04:00:00,999
"63",2024-10-06 05:00:00,999
"64",2024-10-06 06:00:00,999
"65",2024-10-06 07:00:00,999
"66",2024-10-06 08:00:00,999
"67",2024-10-06 09:00:00,999
"68",2024-10-06 10:00:00,999
"69",2024-10-06 11:00:00,999
"70",2024-10-06 12:00:00,999
"71",2024-10-06 13:00:00,999
"72",2024-10-06 14:00:00,999
"73",2024-10-06 15:00:00,999
"74",2024-10-06 16:00:00,999
"75",2024-10-06 17:00:00,999
"76",2024-10-06 18:00:00,999
"77",2024-10-06 19:00:00,999
"78",2024-10-06 20:00:00,999
"79",2024-10-06 21:00:00,999
"80",2024-10-06 22:00:00,999
"81",2024-10-06 23:00:00,999
"82",2024-10-07,999
"83",2024-10-07 01:00:00,999
"84",2024-10-07 02:00:00,999
"85",2024-10-07 03:00:00,999
"86",2024-10-07 04:00:00,999
"87",2024-10-07 05:00:00,999
"88",2024-10-07 06:00:00,999
"89",2024-10-07 07:00:00,999
"90",2024-10-07 08:00:00,999
"91",2024-10-07 09:00:00,999
"92",2024-10-07 10:00:00,999
"93",2024-10-07 11:00:00,999
"94",2024-10-07 12:00:00,999
"95",2024-10-07 13:00:00,999
"96",2024-10-07 14:00:00,999
"97",2024-10-07 15:00:00,999
"98",2024-10-07 16:00:00,999
"99",2024-10-07 17:00:00,999
"100",2024-10-07 18:00:00,999
"101",2024-10-07 19:00:00,999
"102",2024-10-07 20:00:00,999
"103",2024-10-07 21:00:00,999
"104",2024-10-07 22:00:00,999
"105",2024-10-07 23:00:00,999
"106",2024-10-08,999
"107",2024-10-08 01:00:00,999
"108",2024-10-08 02:00:00,999
"109",2024-10-08 03:00:00,999
"110",2024-10-08 04:00:00,999
"111",2024-10-08 05:00:00,999
"112",2024-10-08 06:00:00,999
"113",2024-10-08 07:00:00,999
"114",2024-10-08 08:00:00,999
"115",2024-10-08 09:00:00,999
"116",2024-10-08 10:00:00,999
"117",2024-10-08 11:00:00,999
"118",2024-10-08 12:00:00,999
"119",2024-10-08 13:00:00,999
"120",2024-10-08 14:00:00,999
"121",2024-10-08 15:00:00,999
"122",2024-10-08 16:00:00,999
"123",2024-10-08 17:00:00,999
"124",2024-10-08 18:00:00,999
"125",2024-10-08 19:00:00,999
"126",2024-10-08 20:00:00,999
"127",2024-10-08 21:00:00,999
"128",2024-10-08 22:00:00,999
"129",2024-10-08 23:00:00,999
"130",2024-10-09,999
"131",2024-10-09 01:00:00,999
"132",2024-10-09 02:00:00,999
"133",2024-10-09 03:00:00,999
"134",2024-10-09 04:00:00,999
"135",2024-10-09 05:00:00,999
"136",2024-10-09 06:00:00,999
"137",2024-10-09 07:00:00,999
"138",2024-10-09 08:00:00,999
"139",2024-10-09 09:00:00,999
"140",2024-10-09 10:00:00,999
"141",2024-10-09 11:00:00,999
"142",2024-10-09 12:00:00,999
"143",2024-10-09 13:00:00,999
"144",2024-10-09 14:00:00,999
"145",2024-10-09 15:00:00,999
"146",2024-10-09 16:00:00,999
"147",2024-10-09 17:00:00,999
"148",2024-10-09 18:00:00,999
"149",2024-10-09 19:00:00,999
"150",2024-10-09 20:00:00,999
"151",2024-10-09 21:00:00,999
"152",2024-10-09 22:00:00,999
"153",2024-10-09 23:00:00,999
"154",2024-10-10,999
"155",2024-10-10 01:00:00,999
"156",2024-10-10 02:00:00,999
"157",2024-10-10 03:00:00,999
"158",2024-10-10 04:00:00,999
"159",2024-10-10 05:00:00,999
"160",2024-10-10 06:00:00,999
"161",2024-10-10 07:00:00,999
"162",2024-10-10 08:00:00,999
"163",2024-10-10 09:00:00,999
"164",2024-10-10 10:00:00,999
"165",2024-10-10 11:00:00,999
"166",2024-10-10 12:00:00,999
"167",2024-10-10 13:00:00,999
"168",2024-10-10 14:00:00,999
"169",2024-10-10 15:00:00,999
"170",2024-10-10 16:00:00,999
"171",2024-10-10 17:00:00,999
"172",2024-10-10 18:00:00,999
"173",2024-10-10 19:00:00,999
"174",2024-10-10 20:00:00,999
"175",2024-10-10 21:00:00,999
"176",2024-10-10 22:00:00,999
"177",2024-10-10 23:00:00,999
"178",2024-10-11,999
"179",2024-10-11 01:00:00,999
"180",2024-10-11 02:00:00,999
"181",2024-10-11 03:00:00,999
"182",2024-10-11 04:00:00,999
"183",2024-10-11 05:00:00,999
"184",2024-10-11 06:00:00,999
"185",2024-10-11 07:00:00,999
"186",2024-10-11 08:00:00,999
"187",2024-10-11 09:00:00,999
"188",2024-10-11 10:00:00,999
"189",2024-10-11 11:00:00,999
"190",2024-10-11 12:00:00,999
"191",2024-10-11 13:00:00,999
"192",2024-10-11 14:00:00,999
"193",2024-10-11 15:00:00,999
"194",2024-10-11 16:00:00,999
"195",2024-10-11 17:00:00,999
"196",2024-10-11 18:00:00,999
"197",2024-10-11 19:00:00,999
"198",2024-10-11 20:00:00,999
"199",2024-10-11 21:00:00,999
"200",2024-10-11 22:00:00,999
"201",2024-10-11 23:00:00,999
"202",2024-10-12,999
"203",2024-10-12 01:00:00,999
"204",2024-10-12 02:00:00,999
"205",2024-10-12 03:00:00,999
"206",2024-10-12 04:00:00,999
"207",2024-10-12 05:00:00,999
"208",2024-10-12 06:00:00,999
"209",2024-10-12 07:00:00,999
"210",2024-10-12 08:00:00,999
"211",2024-10-12 09:00:00,999
"212",2024-10-12 10:00:00,999
"213",2024-10-12 11:00:00,999
"214",2024-10-12 12:00:00,999
"215",2024-10-12 13:00:00,999
"216",2024-10-12 14:00:00,999
"217",2024-10-12 15:00:00,999
"218",2024-10-12 16:00:00,999
"219",2024-10-12 17:00:00,999
"220",2024-10-12 18:00:00,999
"221",2024-10-12 19:00:00,999
"222",2024-10-12 20:00:00,999
"223",2024-10-12 21:00:00,999
"224",2024-10-12 22:00:00,999
"225",2024-10-12 23:00:00,999
"226",2024-10-13,999
"227",2024-10-13 01:00:00,999
"228",2024-10-13 02:00:00,999
"229",2024-10-13 03:00:00,999
"230",2024-10-13 04:00:00,999
"231",2024-10-13 05:00:00,999
"232",2024-10-13 06:00:00,999
"233",2024-10-13 07:00:00,999
"234",2024-10-13 08:00:00,999
"235",2024-10-13 09:00:00,999
"236",2024-10-13 10:00:00,999
"237",2024-10-13 11:00:00,999
"238",2024-10-13 12:00:00,999
"239",2024-10-13 13:00:00,999
"240",2024-10-13 14:00:00,999
"241",2024-10-13 15:00:00,999
"242",2024-10-13 16:00:00,999
"243",2024-10-13 17:00:00,999
"244",2024-10-13 18:00:00,999
"245",2024-10-13 19:00:00,999
"246",2024-10-13 20:00:00,999
"247",2024-10-13 21:00:00,999
"248",2024-10-13 22:00:00,999
"249",2024-10-13 23:00:00,999
"250",2024-10-14,999
"251",2024-10-14 01:00:00,999
"252",2024-10-14 02:00:00,999
"253",2024-10-14 03:00:00,999
"254",2024-10-14 04:00:00,999
"255",2024-10-14 05:00:00,999
"256",2024-10-14 06:00:00,999
"257",2024-10-14 07:00:00,999
"258",2024-10-14 08:00:00,999
"259",2024-10-14 09:00:00,999
"260",2024-10-14 10:00:00,999
"261",2024-10-14 11:00:00,999
"262",2024-10-14 12:00:00,999
"263",2024-10-14 13:00:00,999
"264",2024-10-14 14:00:00,999
"265",2024-10-14 15:00:00,999
"266",2024-10-14 16:00:00,999
"267",2024-10-14 17:00:00,999
"268",2024-10-14 18:00:00,999
"269",2024-10-14 19:00:00,999
"270",2024-10-14 20:00:00,999
"271",2024-10-14 21:00:00,999
"272",2024-10-14 22:00:00,999
"273",2024-10-14 23:00:00,999
"274",2024-10-15,999
"275",2024-10-15 01:00:00,999
"276",2024-10-15 02:00:00,999
"277",2024-10-15 03:00:00,999
"278",2024-10-15 04:00:00,999
"279",2024-10-15 05:00:00,999
"280",2024-10-15 06:00:00,999
"281",2024-10-15 07:00:00,999
"282",2024-10-15 08:00:00,999
"283",2024-10-15 09:00:00,999
"284",2024-10-15 10:00:00,999
"285",2024-10-15 11:00:00,999
"286",2024-10-15 12:00:00,999
"287",2024-10-15 13:00:00,999
"288",2024-10-15 14:00:00,999
"289",2024-10-15 15:00:00,999
"290",2024-10-15 16:00:00,999
"291",2024-10-15 17:00:00,999
"292",2024-10-15 18:00:00,999
"293",2024-10-15 19:00:00,999
"294",2024-10-15 20:00:00,999
"295",2024-10-15 21:00:00,999
"296",2024-10-15 22:00:00,999
"297",2024-10-15 23:00:00,999
"298",2024-10-16,999
"299",2024-10-16 01:00:00,999
"300",2024-10-16 02:00:00,999
"301",2024-10-16 03:00:00,999
"302",2024-10-16 04:00:00,999
"303",2024-10-16 05:00:00,999
"304",2024-10-16 06:00:00,999
"305",2024-10-16 07:00:00,999
"306",2024-10-16 08:00:00,999
"307",2024-10-16 09:00:00,999
"308",2024-10-16 10:00:00,999
"309",2024-10-16 11:00:00,999
"310",2024-10-16 12:00:00,999
"311",2024-10-16 13:00:00,999
"312",2024-10-16 14:00:00,999
"313",2024-10-16 15:00:00,999
"314",2024-10-16 16:00:00,999
"315",2024-10-16 17:00:00,999
"316",2024-10-16 18:00:00,999
"317",2024-10-16 19:00:00,999
"318",2024-10-16 20:00:00,999
"319",2024-10-16 21:00:00,999
"320",2024-10-16 22:00:00,999
"321",2024-10-16 23:00:00,999
"322",2024-10-17,999
"323",2024-10-17 01:00:00,999
"324",2024-10-17 02:00:00,999
"325",2024-10-17 03:00:00,999
"326",2024-10-17 04:00:00,999
"327",2024-10-17 05:00:00,999
"328",2024-10-17 06:00:00,999
"329",2024-10-17 07:00:00,999
"330",2024-10-17 08:00:00,999
"331",2024-10-17 09:00:00,999
"332",2024-10-17 10:00:00,999
"333",2024-10-17 11:00:00,999
"334",2024-10-17 12:00:00,999
"335",2024-10-17 13:00:00,999
"336",2024-10-17 14:00:00,999
"337",2024-10-17 15:00:00,999
"338",2024-10-17 16:00:00,999
"339",2024-10-17 17:00:00,999
"340",2024-10-17 18:00:00,999
"341",2024-10-17 19:00:00,999
"342",2024-10-17 20:00:00,999
"343",2024-10-17 21:00:00,999
"344",2024-10-17 22:00:00,999
"345",2024-10-17 23:00:00,999
"346",2024-10-18,999
"347",2024-10-18 01:00:00,999
"348",2024-10-18 02:00:00,999
"349",2024-10-18 03:00:00,999
"350",2024-10-18 04:00:00,999
"351",2024-10-18 05:00:00,999
"352",2024-10-18 06:00:00,999
"353",2024-10-18 07:00:00,999
"354",2024-10-18 08:00:00,999
"355",2024-10-18 09:00:00,999
"356",2024-10-18 10:00:00,999
"357",2024-10-18 11:00:00,999
"358",2024-10-18 12:00:00,999
"359",2024-10-18 13:00:00,999
"360",2024-10-18 14:00:00,999
"361",2024-10-18 15:00:00,999
"362",2024-10-18 16:00:00,999
"363",2024-10-18 17:00:00,999
"364",2024-10-18 18:00:00,999
"365",2024-10-18 19:00:00,999
"366",2024-10-18 20:00:00,999
"367",2024-10-18 21:00:00,999
"368",2024-10-18 22:00:00,999
"369",2024-10-18 23:00:00,999
"370",2024-10-19,999
"371",2024-10-19 01:00:00,999
"372",2024-10-19 02:00:00,999
"373",2024-10-19 03:00:00,999
"374",2024-10-19 04:00:00,999
"375",2024-10-19 05:00:00,999
"376",2024-10-19 06:00:00,999
"377",2024-10-19 07:00:00,999
"378",2024-10-19 08:00:00,999
"379",2024-10-19 09:00:00,999
"380",2024-10-19 10:00:00,999
"381",2024-10-19 11:00:00,999
"382",2024-10-19 12:00:00,999
"383",2024-10-19 13:00:00,999
"384",2024-10-19 14:00:00,999
"385",2024-10-19 15:00:00,999
"386",2024-10-19 16:00:00,999
"387",2024-10-19 17:00:00,999
"388",2024-10-19 18:00:00,999
"389",2024-10-19 19:00:00,999
"390",2024-10-19 20:00:00,999
"391",2024-10-19 21:00:00,999
"392",2024-10-19 22:00:00,999
"393",2024-10-19 23:00:00,999
"394",2024-10-20,999
"395",2024-10-20 01:00:00,999
"396",2024-10-20 02:00:00,999
"397",2024-10-20 03:00:00,999
"398",2024-10-20 04:00:00,999
"399",2024-10-20 05:00:00,999
"400",2024-10-20 06:00:00,999
"401",2024-10-20 07:00:00,999
"402",2024-10-20 08:00:00,999
"403",2024-10-20 09:00:00,999
"404",2024-10-20 10:00:00,999
"405",2024-10-20 11:00:00,999
"406",2024-10-20 12:00:00,999
"407",2024-10-20 13:00:00,999
"408",2024-10-20 14:00:00,999
"409",2024-10-20 15:00:00,999
"410",2024-10-20 16:00:00,999
"411",2024-10-20 17:00:00,999
"412",2024-10-20 18:00:00,999
"413",2024-10-20 19:00:00,999
"414",2024-10-20 20:00:00,999
