"","time","Conductivity_S_m"
"1",2024-10-03 15:00:00,0.020501
"2",2024-10-03 16:00:00,0.020699
"3",2024-10-03 17:00:00,0.020699
"4",2024-10-03 18:00:00,0.020798
"5",2024-10-03 19:00:00,0.020798
"6",2024-10-03 20:00:00,0.020897
"7",2024-10-03 21:00:00,0.020897
"8",2024-10-03 22:00:00,0.020897
"9",2024-10-03 23:00:00,0.020897
"10",2024-10-04,0.020798
"11",2024-10-04 01:00:00,0.020699
"12",2024-10-04 02:00:00,0.020699
"13",2024-10-04 03:00:00,0.0206
"14",2024-10-04 04:00:00,0.0206
"15",2024-10-04 05:00:00,0.020501
"16",2024-10-04 06:00:00,0.020501
"17",2024-10-04 07:00:00,0.020501
"18",2024-10-04 08:00:00,0.020501
"19",2024-10-04 09:00:00,0.020501
"20",2024-10-04 10:00:00,0.020501
"21",2024-10-04 11:00:00,0.020501
"22",2024-10-04 12:00:00,0.020501
"23",2024-10-04 13:00:00,0.0204350065617249
"24",2024-10-04 14:00:00,0.020402
"25",2024-10-04 15:00:00,0.020402
"26",2024-10-04 16:00:00,0.020402
"27",2024-10-04 17:00:00,0.020402
"28",2024-10-04 18:00:00,0.020402
"29",2024-10-04 19:00:00,4.07540850923128
"30",2024-10-04 20:00:00,4.08358735967085
"31",2024-10-04 21:00:00,4.09555627132284
"32",2024-10-04 22:00:00,4.11467249860201
"33",2024-10-04 23:00:00,4.13285589331662
"34",2024-10-05,4.14402632149274
"35",2024-10-05 01:00:00,4.19190818463781
"36",2024-10-05 02:00:00,4.27904374518802
"37",2024-10-05 03:00:00,4.15514949969603
"38",2024-10-05 04:00:00,4.19676605300972
"39",2024-10-05 05:00:00,4.45545003161078
"40",2024-10-05 06:00:00,4.63544391305151
"41",2024-10-05 07:00:00,4.68913526125654
"42",2024-10-05 08:00:00,4.587064
"43",2024-10-05 09:00:00,4.45423724825303
"44",2024-10-05 10:00:00,4.437806
"45",2024-10-05 11:00:00,4.44036444898064
"46",2024-10-05 12:00:00,4.51613446357672
"47",2024-10-05 13:00:00,4.40797555963458
"48",2024-10-05 14:00:00,4.50052984147945
"49",2024-10-05 15:00:00,4.42222292563691
"50",2024-10-05 16:00:00,4.520661
"51",2024-10-05 17:00:00,4.62533345913256
"52",2024-10-05 18:00:00,4.35085120948445
"53",2024-10-05 19:00:00,4.35500683300385
"54",2024-10-05 20:00:00,4.358061
"55",2024-10-05 21:00:00,4.36890438707719
"56",2024-10-05 22:00:00,4.3468432845166
"57",2024-10-05 23:00:00,4.32211057220165
"58",2024-10-06,4.07264654051776
"59",2024-10-06 01:00:00,3.96924641548338
"60",2024-10-06 02:00:00,3.97287762452542
"61",2024-10-06 03:00:00,4.07252376027169
"62",2024-10-06 04:00:00,4.29565905221047
"63",2024-10-06 05:00:00,4.29885176430568
"64",2024-10-06 06:00:00,4.32357752790642
"65",2024-10-06 07:00:00,4.32581283087782
"66",2024-10-06 08:00:00,4.343097
"67",2024-10-06 09:00:00,4.34335422409057
"68",2024-10-06 10:00:00,4.3476449118243
"69",2024-10-06 11:00:00,4.342594
"70",2024-10-06 12:00:00,4.32399205128287
"71",2024-10-06 13:00:00,4.18343828056764
"72",2024-10-06 14:00:00,4.13689515941895
"73",2024-10-06 15:00:00,4.150248
"74",2024-10-06 16:00:00,4.1989366521733
"75",2024-10-06 17:00:00,4.1975730000067
"76",2024-10-06 18:00:00,4.02683243685462
"77",2024-10-06 19:00:00,4.02953525097243
"78",2024-10-06 20:00:00,3.98402359006181
"79",2024-10-06 21:00:00,4.002363
"80",2024-10-06 22:00:00,4.00848459222453
"81",2024-10-06 23:00:00,4.06367571553526
"82",2024-10-07,4.036053
"83",2024-10-07 01:00:00,4.04687105021664
"84",2024-10-07 02:00:00,4.00806335580098
"85",2024-10-07 03:00:00,3.96259107519529
"86",2024-10-07 04:00:00,3.97320037507414
"87",2024-10-07 05:00:00,3.979823
"88",2024-10-07 06:00:00,3.98124653111526
"89",2024-10-07 07:00:00,3.99311218867031
"90",2024-10-07 08:00:00,4.0424534434692
"91",2024-10-07 09:00:00,4.03595773394136
"92",2024-10-07 10:00:00,4.00329143900433
"93",2024-10-07 11:00:00,3.92705253230324
"94",2024-10-07 12:00:00,3.91706687577395
"95",2024-10-07 13:00:00,3.88724661468114
"96",2024-10-07 14:00:00,3.91902
"97",2024-10-07 15:00:00,3.90153099559996
"98",2024-10-07 16:00:00,3.90929594021644
"99",2024-10-07 17:00:00,3.9571855343961
"100",2024-10-07 18:00:00,3.95177561589504
"101",2024-10-07 19:00:00,3.925170735386
"102",2024-10-07 20:00:00,3.93923949969514
"103",2024-10-07 21:00:00,3.941668
"104",2024-10-07 22:00:00,3.965492
"105",2024-10-07 23:00:00,3.967684
"106",2024-10-08,3.98344500360256
"107",2024-10-08 01:00:00,4.053023
"108",2024-10-08 02:00:00,4.059704
"109",2024-10-08 03:00:00,4.05865269112665
"110",2024-10-08 04:00:00,3.93647627488074
"111",2024-10-08 05:00:00,3.986526
"112",2024-10-08 06:00:00,3.99136569073767
"113",2024-10-08 07:00:00,3.9287449419865
"114",2024-10-08 08:00:00,3.82020234386741
"115",2024-10-08 09:00:00,3.74778169804957
"116",2024-10-08 10:00:00,3.76788756933313
"117",2024-10-08 11:00:00,3.74494727785374
"118",2024-10-08 12:00:00,3.80423725225105
"119",2024-10-08 13:00:00,3.799647
"120",2024-10-08 14:00:00,3.820968
"121",2024-10-08 15:00:00,3.76570484316856
"122",2024-10-08 16:00:00,3.83310586050805
"123",2024-10-08 17:00:00,3.81502641788343
"124",2024-10-08 18:00:00,3.80895571764193
"125",2024-10-08 19:00:00,3.90897354490697
"126",2024-10-08 20:00:00,3.95343210262053
"127",2024-10-08 21:00:00,3.90573168793675
"128",2024-10-08 22:00:00,3.96659
"129",2024-10-08 23:00:00,3.81574178684138
"130",2024-10-09,4.06114780316016
"131",2024-10-09 01:00:00,4.07002133166954
"132",2024-10-09 02:00:00,4.065584
"133",2024-10-09 03:00:00,3.972268
"134",2024-10-09 04:00:00,3.73757149559825
"135",2024-10-09 05:00:00,3.73473124864306
"136",2024-10-09 06:00:00,3.785196
"137",2024-10-09 07:00:00,3.99783718723093
"138",2024-10-09 08:00:00,4.06154431812838
"139",2024-10-09 09:00:00,3.99863568894342
"140",2024-10-09 10:00:00,4.011947
"141",2024-10-09 11:00:00,4.011348
"142",2024-10-09 12:00:00,3.999684
"143",2024-10-09 13:00:00,3.839799
"144",2024-10-09 14:00:00,3.84393797039384
"145",2024-10-09 15:00:00,3.91554211921902
"146",2024-10-09 16:00:00,3.90073744068845
"147",2024-10-09 17:00:00,3.93857895048754
"148",2024-10-09 18:00:00,3.84352913142664
"149",2024-10-09 19:00:00,3.8877856550244
"150",2024-10-09 20:00:00,3.9902625097026
"151",2024-10-09 21:00:00,4.048634
"152",2024-10-09 22:00:00,4.05361620529817
"153",2024-10-09 23:00:00,4.05221210235463
"154",2024-10-10,4.08936659783279
"155",2024-10-10 01:00:00,4.084229
"156",2024-10-10 02:00:00,4.082736
"157",2024-10-10 03:00:00,4.047738
"158",2024-10-10 04:00:00,4.04469279524913
"159",2024-10-10 05:00:00,4.04260227805653
"160",2024-10-10 06:00:00,4.074755
"161",2024-10-10 07:00:00,4.050924
"162",2024-10-10 08:00:00,4.0508312582745
"163",2024-10-10 09:00:00,3.99563856960643
"164",2024-10-10 10:00:00,4.011644
"165",2024-10-10 11:00:00,4.00540791378262
"166",2024-10-10 12:00:00,3.97959485077019
"167",2024-10-10 13:00:00,4.00551596888699
"168",2024-10-10 14:00:00,4.006558
"169",2024-10-10 15:00:00,4.060697
"170",2024-10-10 16:00:00,4.057705
"171",2024-10-10 17:00:00,4.060101
"172",2024-10-10 18:00:00,4.061693
"173",2024-10-10 19:00:00,4.01434309910478
"174",2024-10-10 20:00:00,4.020513
"175",2024-10-10 21:00:00,4.025596
"176",2024-10-10 22:00:00,3.96744259100994
"177",2024-10-10 23:00:00,4.04568723696363
"178",2024-10-11,4.03986
"179",2024-10-11 01:00:00,4.045143
"180",2024-10-11 02:00:00,4.031583
"181",2024-10-11 03:00:00,3.99769765964449
"182",2024-10-11 04:00:00,3.99624549049736
"183",2024-10-11 05:00:00,3.99106883303556
"184",2024-10-11 06:00:00,3.95714678875703
"185",2024-10-11 07:00:00,3.90910107361521
"186",2024-10-11 08:00:00,3.9332250934204
"187",2024-10-11 09:00:00,3.92396602432701
"188",2024-10-11 10:00:00,3.88654549209615
"189",2024-10-11 11:00:00,3.92798214393703
"190",2024-10-11 12:00:00,3.90502990249464
"191",2024-10-11 13:00:00,3.91100768389651
"192",2024-10-11 14:00:00,3.91947846388645
"193",2024-10-11 15:00:00,3.919623
"194",2024-10-11 16:00:00,3.97702419903778
"195",2024-10-11 17:00:00,3.984914
"196",2024-10-11 18:00:00,3.94605105338208
"197",2024-10-11 19:00:00,3.9095924694953
"198",2024-10-11 20:00:00,3.953709
"199",2024-10-11 21:00:00,4.02011
"200",2024-10-11 22:00:00,4.02483666879286
"201",2024-10-11 23:00:00,4.020705
"202",2024-10-12,4.018614
"203",2024-10-12 01:00:00,4.012133
"204",2024-10-12 02:00:00,4.009041
"205",2024-10-12 03:00:00,4.010736
"206",2024-10-12 04:00:00,3.99771758811791
"207",2024-10-12 05:00:00,3.989104
"208",2024-10-12 06:00:00,3.995982
"209",2024-10-12 07:00:00,3.970656
"210",2024-10-12 08:00:00,3.96627
"211",2024-10-12 09:00:00,3.986207
"212",2024-10-12 10:00:00,3.98664054700835
"213",2024-10-12 11:00:00,3.95833064077796
"214",2024-10-12 12:00:00,3.827429
"215",2024-10-12 13:00:00,3.8249677354091
"216",2024-10-12 14:00:00,3.96333933268238
"217",2024-10-12 15:00:00,3.958487
"218",2024-10-12 16:00:00,3.9881
"219",2024-10-12 17:00:00,3.969459
"220",2024-10-12 18:00:00,3.94844969538749
"221",2024-10-12 19:00:00,3.994782
"222",2024-10-12 20:00:00,3.949817
"223",2024-10-12 21:00:00,3.97676218707583
"224",2024-10-12 22:00:00,3.918311
"225",2024-10-12 23:00:00,3.9139849268199
"226",2024-10-13,3.91184997752192
"227",2024-10-13 01:00:00,3.90777425526473
"228",2024-10-13 02:00:00,3.85098092621765
"229",2024-10-13 03:00:00,3.88129745981991
"230",2024-10-13 04:00:00,3.870572
"231",2024-10-13 05:00:00,3.54447062983818
"232",2024-10-13 06:00:00,3.48257204782536
"233",2024-10-13 07:00:00,3.341504
"234",2024-10-13 08:00:00,3.906781481251
"235",2024-10-13 09:00:00,3.901373
"236",2024-10-13 10:00:00,3.82705146150829
"237",2024-10-13 11:00:00,3.89898
"238",2024-10-13 12:00:00,3.9651860412043
"239",2024-10-13 13:00:00,3.96843763292766
"240",2024-10-13 14:00:00,3.96763907159804
"241",2024-10-13 15:00:00,4.00330021268142
"242",2024-10-13 16:00:00,4.00220512702573
"243",2024-10-13 17:00:00,4.006556
"244",2024-10-13 18:00:00,3.990306
"245",2024-10-13 19:00:00,4.01958764847261
"246",2024-10-13 20:00:00,4.058407
"247",2024-10-13 21:00:00,4.054618
"248",2024-10-13 22:00:00,4.22340913242497
"249",2024-10-13 23:00:00,4.01905403191134
"250",2024-10-14,3.99948
"251",2024-10-14 01:00:00,4.07609340477805
"252",2024-10-14 02:00:00,4.27179872934102
"253",2024-10-14 03:00:00,4.275859
"254",2024-10-14 04:00:00,4.276457
"255",2024-10-14 05:00:00,4.10760596678718
"256",2024-10-14 06:00:00,4.043451
"257",2024-10-14 07:00:00,4.05418604180738
"258",2024-10-14 08:00:00,4.05791
"259",2024-10-14 09:00:00,3.979441
"260",2024-10-14 10:00:00,3.981933
"261",2024-10-14 11:00:00,3.96830609283804
"262",2024-10-14 12:00:00,3.96255752870686
"263",2024-10-14 13:00:00,4.01473114530325
"264",2024-10-14 14:00:00,4.2828690638087
"265",2024-10-14 15:00:00,4.27927662007838
"266",2024-10-14 16:00:00,4.27787915716021
"267",2024-10-14 17:00:00,4.298601
"268",2024-10-14 18:00:00,4.40789933486728
"269",2024-10-14 19:00:00,4.24679341123124
"270",2024-10-14 20:00:00,4.171213
"271",2024-10-14 21:00:00,4.09238175910569
"272",2024-10-14 22:00:00,4.1110706944778
"273",2024-10-14 23:00:00,4.12777910847812
"274",2024-10-15,4.37661952014699
"275",2024-10-15 01:00:00,4.16396623509569
"276",2024-10-15 02:00:00,4.10804457451535
"277",2024-10-15 03:00:00,3.84969827832879
"278",2024-10-15 04:00:00,3.88717510302191
"279",2024-10-15 05:00:00,3.778203
"280",2024-10-15 06:00:00,3.80134807561422
"281",2024-10-15 07:00:00,3.82657509393463
"282",2024-10-15 08:00:00,3.7889437607508
"283",2024-10-15 09:00:00,3.77651584503258
"284",2024-10-15 10:00:00,3.70610042624993
"285",2024-10-15 11:00:00,3.78124145802564
"286",2024-10-15 12:00:00,3.79902372395006
"287",2024-10-15 13:00:00,3.68087929511362
"288",2024-10-15 14:00:00,3.708447
"289",2024-10-15 15:00:00,3.734251
"290",2024-10-15 16:00:00,3.682845
"291",2024-10-15 17:00:00,3.69181
"292",2024-10-15 18:00:00,3.69656313442821
"293",2024-10-15 19:00:00,3.69542557102935
"294",2024-10-15 20:00:00,3.79021590616144
"295",2024-10-15 21:00:00,3.773221
"296",2024-10-15 22:00:00,3.78524420811497
"297",2024-10-15 23:00:00,3.72217370118286
"298",2024-10-16,3.707355
"299",2024-10-16 01:00:00,3.7265950708199
"300",2024-10-16 02:00:00,3.72613306341657
"301",2024-10-16 03:00:00,3.83266861072049
"302",2024-10-16 04:00:00,3.840489
"303",2024-10-16 05:00:00,3.841586
"304",2024-10-16 06:00:00,3.8329408561113
"305",2024-10-16 07:00:00,3.83817357371524
"306",2024-10-16 08:00:00,4.03234538175094
"307",2024-10-16 09:00:00,4.19343359151882
"308",2024-10-16 10:00:00,4.179197
"309",2024-10-16 11:00:00,4.22061321192139
"310",2024-10-16 12:00:00,4.243638
"311",2024-10-16 13:00:00,4.41209366472959
"312",2024-10-16 14:00:00,4.36373960932281
"313",2024-10-16 15:00:00,4.33400191025305
"314",2024-10-16 16:00:00,4.31958573160964
"315",2024-10-16 17:00:00,4.37554310766403
"316",2024-10-16 18:00:00,4.39520321944025
"317",2024-10-16 19:00:00,4.39687600481866
"318",2024-10-16 20:00:00,4.44376329172412
"319",2024-10-16 21:00:00,4.46811563242552
"320",2024-10-16 22:00:00,4.49439871523334
"321",2024-10-16 23:00:00,4.33770145996211
"322",2024-10-17,4.2664189167437
"323",2024-10-17 01:00:00,4.28695997259589
"324",2024-10-17 02:00:00,4.22010920284113
"325",2024-10-17 03:00:00,4.08252866759549
"326",2024-10-17 04:00:00,3.91430756062262
"327",2024-10-17 05:00:00,3.77776259341815
"328",2024-10-17 06:00:00,3.738755
"329",2024-10-17 07:00:00,3.747917
"330",2024-10-17 08:00:00,3.74849167453485
"331",2024-10-17 09:00:00,3.78701941694951
"332",2024-10-17 10:00:00,3.73762451990211
"333",2024-10-17 11:00:00,3.68195
"334",2024-10-17 12:00:00,3.66558703532365
"335",2024-10-17 13:00:00,3.662333
"336",2024-10-17 14:00:00,3.681159
"337",2024-10-17 15:00:00,3.619497
"338",2024-10-17 16:00:00,3.65830830421284
"339",2024-10-17 17:00:00,3.67545894518538
"340",2024-10-17 18:00:00,3.68090241340288
"341",2024-10-17 19:00:00,3.683245
"342",2024-10-17 20:00:00,3.721108
"343",2024-10-17 21:00:00,3.756682
"344",2024-10-17 22:00:00,3.75573067935826
"345",2024-10-17 23:00:00,3.71003969593738
"346",2024-10-18,3.746528
"347",2024-10-18 01:00:00,3.744237
"348",2024-10-18 02:00:00,3.746427
"349",2024-10-18 03:00:00,3.7446991011636
"350",2024-10-18 04:00:00,3.746323
"351",2024-10-18 05:00:00,3.709154
"352",2024-10-18 06:00:00,3.664818
"353",2024-10-18 07:00:00,3.65643746881097
"354",2024-10-18 08:00:00,3.6200603075453
"355",2024-10-18 09:00:00,3.607436
"356",2024-10-18 10:00:00,3.61022768944224
"357",2024-10-18 11:00:00,3.56719523689214
"358",2024-10-18 12:00:00,3.62406517184343
"359",2024-10-18 13:00:00,3.543894
"360",2024-10-18 14:00:00,3.53300535286979
"361",2024-10-18 15:00:00,3.64538
"362",2024-10-18 16:00:00,3.628446
"363",2024-10-18 17:00:00,3.64870137781165
"364",2024-10-18 18:00:00,3.48525436594531
"365",2024-10-18 19:00:00,3.50964
"366",2024-10-18 20:00:00,3.51921635821882
"367",2024-10-18 21:00:00,3.5177191186426
"368",2024-10-18 22:00:00,3.455474
"369",2024-10-18 23:00:00,3.427094
"370",2024-10-19,3.43419314719028
"371",2024-10-19 01:00:00,3.43175565673256
"372",2024-10-19 02:00:00,3.42670899521451
"373",2024-10-19 03:00:00,3.466527
"374",2024-10-19 04:00:00,3.437853
"375",2024-10-19 05:00:00,3.51724644828768
"376",2024-10-19 06:00:00,3.60562209072067
"377",2024-10-19 07:00:00,3.6373627985653
"378",2024-10-19 08:00:00,3.409269
"379",2024-10-19 09:00:00,3.42189875694993
"380",2024-10-19 10:00:00,3.4303146948537
"381",2024-10-19 11:00:00,3.42442342002947
"382",2024-10-19 12:00:00,3.448092
"383",2024-10-19 13:00:00,3.43607242906071
"384",2024-10-19 14:00:00,3.52916706300754
"385",2024-10-19 15:00:00,3.57877888481
"386",2024-10-19 16:00:00,3.59555918484466
"387",2024-10-19 17:00:00,3.657056
"388",2024-10-19 18:00:00,3.705772
"389",2024-10-19 19:00:00,3.558845
"390",2024-10-19 20:00:00,3.6343704774978
"391",2024-10-19 21:00:00,3.60428782420053
"392",2024-10-19 22:00:00,3.40266292660911
"393",2024-10-19 23:00:00,3.43772387936234
"394",2024-10-20,3.432461
"395",2024-10-20 01:00:00,3.44031150139989
"396",2024-10-20 02:00:00,3.447594
"397",2024-10-20 03:00:00,3.43646007729292
"398",2024-10-20 04:00:00,3.40637443538821
"399",2024-10-20 05:00:00,3.63528992098249
"400",2024-10-20 06:00:00,3.592209
"401",2024-10-20 07:00:00,3.595895
"402",2024-10-20 08:00:00,3.543609
"403",2024-10-20 09:00:00,3.541027
"404",2024-10-20 10:00:00,3.54191214285566
"405",2024-10-20 11:00:00,3.4231046855797
"406",2024-10-20 12:00:00,3.31737613244705
"407",2024-10-20 13:00:00,3.36736353051406
"408",2024-10-20 14:00:00,3.32672289404813
"409",2024-10-20 15:00:00,3.49759983578534
"410",2024-10-20 16:00:00,3.47070520583769
"411",2024-10-20 17:00:00,3.51979355705534
"412",2024-10-20 18:00:00,3.54156783081683
"413",2024-10-20 19:00:00,3.55098987417169
"414",2024-10-20 20:00:00,3.75751413803209
